Name,Type,Cuisine,Area,Address,Phone,Website,Opening Hours,OSM Rating,Latitude,Longitude,Google Maps,Google Rating,Google Reviews,Price Range,Special Notes,Source
Sunset Beans,Family Restaurant,Japanese / Korean,Sector 7,"BNS Center, Dhaka 1230",+880 1863-375330,N/A,11:00 AM – 11:00 PM,N/A,23.869,90.393,N/A,3.6,263,,"Photogenic, ramen, aesthetic, good for photos, dates",
Supreme Diners,Restaurant,regional,Mirpur,,,,,,23.8005182,90.3545881,"https://www.google.com/maps?q=23.8005182,90.3545881",N/A,N/A,N/A,N/A,OpenStreetMap
Supreme Diners 3,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Supreme Dines,Restaurant,,Mirpur,,,,,,23.81027,90.3617556,"https://www.google.com/maps?q=23.81027,90.3617556",N/A,N/A,N/A,N/A,OpenStreetMap
Sura,Restaurant,korean,Gulshan,Road 43,,,,,23.7920275,90.4125238,"https://www.google.com/maps?q=23.7920275,90.4125238",N/A,N/A,N/A,N/A,OpenStreetMap
Surjasen Hall Cafeteria,Cafe,regional,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Sushi yAki Mohammadpur,Restaurant,,Mohammadpur,"11/25, Tajmahal Road",,,Mo-Su 10:00-22:00,,23.7627753,90.3599193,"https://www.google.com/maps?q=23.7627753,90.3599193",N/A,N/A,N/A,N/A,OpenStreetMap
Suzuki Cafe,Restaurant,,Tejgaon,"275, Tejgaon I/A,",,,,,23.7679765,90.4054533,"https://www.google.com/maps?q=23.7679765,90.4054533",N/A,N/A,N/A,N/A,OpenStreetMap
Swad Biryani,Restaurant,,Mirpur,,,,,,23.8169835,90.3655027,"https://www.google.com/maps?q=23.8169835,90.3655027",N/A,N/A,N/A,N/A,OpenStreetMap
Swad Hotel & Restaurant,Restaurant,,Mirpur,,,,,,23.8085417,90.3685876,"https://www.google.com/maps?q=23.8085417,90.3685876",N/A,N/A,N/A,N/A,OpenStreetMap
Swader Adda,Restaurant,,Pallabi,,,,,,23.8202341,90.3647517,"https://www.google.com/maps?q=23.8202341,90.3647517",N/A,N/A,N/A,N/A,OpenStreetMap
Swarma KIng,Restaurant,pizza,Dhanmondi,,,,,,23.7453732,90.3716609,"https://www.google.com/maps?q=23.7453732,90.3716609",N/A,N/A,N/A,N/A,OpenStreetMap
Swarma n Kathi Roll,Kebab / Turkish / Middle Eastern,Turkish / Middle Eastern,Banani (Gulshan adj.),"Road No 13C, Banani",,N/A,Open daily,N/A,,,N/A,4,6,,"Turkish-style shawarma, kathi roll, late night, family group friendly",
Sweet And Savoury,Restaurant,,Malibagh,,,,,,23.7518067,90.4219857,"https://www.google.com/maps?q=23.7518067,90.4219857",N/A,N/A,N/A,N/A,OpenStreetMap
T M Cafe & Food,Cafe,,Mirpur,"17, Rd 6",,,Mo-Su 11:00-23:00,,23.8085343,90.3740325,"https://www.google.com/maps?q=23.8085343,90.3740325",N/A,N/A,N/A,N/A,OpenStreetMap
T&C Cafe,Cafe,,Mirpur,,,,,,23.805973,90.3652992,"https://www.google.com/maps?q=23.805973,90.3652992",N/A,N/A,N/A,N/A,OpenStreetMap
T&C Lounge,Casual Dining,Western / Fast Food,Mirpur-2,"Mirpur Rd, Dhaka 1216",+880 1618-632675,N/A,12:30 PM – 11:00 PM,N/A,23.804,90.3637,N/A,4.1,366,,"Fusion lounge, continental, pasta, Bolognese",
TAMAM,Restaurant,,Bashabo,,,,,,23.7420795,90.434591,"https://www.google.com/maps?q=23.7420795,90.434591",N/A,N/A,N/A,N/A,OpenStreetMap
TBC,Restaurant,japanese,Dhanmondi,"1/5, Block D, Road No 7, Lalmatia",,,Mo-Su 12:00-23:00,,23.7539177,90.3695975,"https://www.google.com/maps?q=23.7539177,90.3695975",N/A,N/A,N/A,N/A,OpenStreetMap
TBC - Uttara,Japanese Restaurant,Japanese / Korean,Sector 4,"House: 01, Road: 10",+880 1708-979235,N/A,3:00 PM – 11:30 PM,N/A,23.859,90.403,N/A,4.1,119,,"Japanese, sushi, ramen, prawn tempura, maki roll",
TDC Steakhouse,Steakhouse,Western / Fast Food,Mirpur-10,"4th Floor, Avenue 5",+880 1901-103249,N/A,12:00 PM – 11:00 PM,N/A,23.8101,90.3637,N/A,4.3,58,,"Texas-themed steakhouse, T-bone, tenderloin",
TEMPT-ASIA,Restaurant,,Banani,,,,,,23.7906994,90.4041271,"https://www.google.com/maps?q=23.7906994,90.4041271",N/A,N/A,N/A,N/A,OpenStreetMap
TERRA BISTRO,Restaurant,,Banani,,,,,,23.7908434,90.4033524,"https://www.google.com/maps?q=23.7908434,90.4033524",N/A,N/A,N/A,N/A,OpenStreetMap
TEST CENTER 5: Arch-URP-ARI-Library-Cafe,Fast Food,,Lalbagh,,,,,,23.727327,90.3914659,"https://www.google.com/maps?q=23.727327,90.3914659",N/A,N/A,N/A,N/A,OpenStreetMap
TRIBE,Restaurant,,Banani,,,,,,23.7908368,90.4034202,"https://www.google.com/maps?q=23.7908368,90.4034202",N/A,N/A,N/A,N/A,OpenStreetMap
TSC Cafeteria,Cafe,regional,Other Dhaka,,,,Su-Th 08:00-16:00,,23.7314991,90.3960006,"https://www.google.com/maps?q=23.7314991,90.3960006",N/A,N/A,N/A,N/A,OpenStreetMap
Tabaq Coffee,Cafe,,Gulshan,,,,,,23.7775189,90.4167505,"https://www.google.com/maps?q=23.7775189,90.4167505",N/A,N/A,N/A,N/A,OpenStreetMap
Taher general store,Fast Food,,Pallabi,,,,,,23.8223525,90.3642393,"https://www.google.com/maps?q=23.8223525,90.3642393",N/A,N/A,N/A,N/A,OpenStreetMap
Taiking Thai Chinese Restaurant and Party Center,Restaurant,thai;indian,Unknown,"Kha-198, Middle Badda",+88 01971880028,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Taj Biriyani,Restaurant,,Mohammadpur,,,,,,23.7635345,90.3624764,"https://www.google.com/maps?q=23.7635345,90.3624764",N/A,N/A,N/A,N/A,OpenStreetMap
Taj Kitchen,Restaurant,,Mohammadpur,,,,,,23.7631319,90.3607906,"https://www.google.com/maps?q=23.7631319,90.3607906",N/A,N/A,N/A,N/A,OpenStreetMap
Taj Mahal Restaurant,Restaurant,,Malibagh,,,,,,23.7543678,90.4159391,"https://www.google.com/maps?q=23.7543678,90.4159391",N/A,N/A,N/A,N/A,OpenStreetMap
Tajmahal Food Court,Restaurant,,Mohammadpur,,,,,,23.7632718,90.3604795,"https://www.google.com/maps?q=23.7632718,90.3604795",N/A,N/A,N/A,N/A,OpenStreetMap
Take a Bite,Fast Food,,Bashabo,,,,,,23.7617127,90.4363624,"https://www.google.com/maps?q=23.7617127,90.4363624",N/A,N/A,N/A,N/A,OpenStreetMap
Takeout,Fast Food,,Uttara,"17, সোনারগাঁও জনপথ",+8801847-290010,https://facebook.com/bdtakeout/,Mo-Su 11:30-23:45,,23.8741226,90.3915543,"https://www.google.com/maps?q=23.8741226,90.3915543",N/A,N/A,N/A,N/A,OpenStreetMap
Takeout,Cafe,,Banani,,,,,,23.7921149,90.4022739,"https://www.google.com/maps?q=23.7921149,90.4022739",N/A,N/A,N/A,N/A,OpenStreetMap
Takeout Tejgaon,Restaurant,burger,Tejgaon,"222, Mir Shawkat Ali Sarak",,,,,23.7709982,90.40592,"https://www.google.com/maps?q=23.7709982,90.40592",N/A,N/A,N/A,N/A,OpenStreetMap
Takeout Uttara,Fast Food,Western / Fast Food,Sector 11,17 Sonargaon Janapath Rd,+880 1847-290010,N/A,1:30 PM – 3:30 AM,N/A,23.855,90.404,N/A,4.3,3724,৳৳ Mid-range,"Burger, cold coffee, loaded fries, late night, delivery",
Takumi,Restaurant,japanese,Uttara,"38, সোনারগাঁও জনপথ",+8801332-549100,http://takumibd.com,,,23.8744761,90.3897949,"https://www.google.com/maps?q=23.8744761,90.3897949",N/A,N/A,N/A,N/A,OpenStreetMap
Talukdar Sweets,Fast Food,,Mirpur,,,,,,23.8095607,90.3692545,"https://www.google.com/maps?q=23.8095607,90.3692545",N/A,N/A,N/A,N/A,OpenStreetMap
Tangail ChomChom,Food Court,,Other Dhaka,"Bot Tola, Bawnia",,,,,23.8545585,90.3864445,"https://www.google.com/maps?q=23.8545585,90.3864445",N/A,N/A,N/A,N/A,OpenStreetMap
Tangail ChomChom ghor & Bakery,Fast Food,,Other Dhaka,Dokkhinkhan Road - 1No hazi Kamp,+8801798503643,,,,23.8513431,90.4122364,"https://www.google.com/maps?q=23.8513431,90.4122364",N/A,N/A,N/A,N/A,OpenStreetMap
Tangail Misti,Food Court,,Other Dhaka,"Bot Tola, Bawnia",,,,,23.8546503,90.3864929,"https://www.google.com/maps?q=23.8546503,90.3864929",N/A,N/A,N/A,N/A,OpenStreetMap
Tangail Pusti Sweets,Restaurant,,Other Dhaka,,,,,,23.8506082,90.4088199,"https://www.google.com/maps?q=23.8506082,90.4088199",N/A,N/A,N/A,N/A,OpenStreetMap
Tanjil Hotel & Restaurant,Restaurant,,Other Dhaka,"114, Ashkona Medical Road, DakshinKhan, Uttara",+8801680409396,,,,23.8524797,90.4150199,"https://www.google.com/maps?q=23.8524797,90.4150199",N/A,N/A,N/A,N/A,OpenStreetMap
Tanvi's Dine,Restaurant,,Banani,,,,,,23.7928857,90.4044262,"https://www.google.com/maps?q=23.7928857,90.4044262",N/A,N/A,N/A,N/A,OpenStreetMap
Tarragon Restaurant,Buffet Restaurant,Japanese / Korean,Sector 1 (BW Maple Leaf Hotel),"Plot 1B, Maple Leaf Hotel, Road No. 1",+880 1966-667773,N/A,6:30 AM – 11:00 PM,N/A,23.855,90.404,N/A,4.3,242,,"Hotel restaurant, buffet, sushi, tandoori, Greek salad",
Tasin Biriyani House,Fast Food,,Mirpur,,,,,,23.7951185,90.3520845,"https://www.google.com/maps?q=23.7951185,90.3520845",N/A,N/A,N/A,N/A,OpenStreetMap
Taste,Fast Food,burger,Uttara,,,,,,23.8682209,90.4038048,"https://www.google.com/maps?q=23.8682209,90.4038048",N/A,N/A,N/A,N/A,OpenStreetMap
Taste Harbor,Restaurant,,Pallabi,,,,,,23.8363988,90.3767186,"https://www.google.com/maps?q=23.8363988,90.3767186",N/A,N/A,N/A,N/A,OpenStreetMap
TasteTreat,Fast Food,,Mirpur,,,,,,23.7973972,90.353063,"https://www.google.com/maps?q=23.7973972,90.353063",N/A,N/A,N/A,N/A,OpenStreetMap
Tastilla Coffee Club,Restaurant,,Mohammadpur,,,,,,23.7617916,90.361075,"https://www.google.com/maps?q=23.7617916,90.361075",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Food Fast Food Corner,Restaurant,,Bashabo,,,,,,23.7487967,90.4331,"https://www.google.com/maps?q=23.7487967,90.4331",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Island,Restaurant,,Mirpur,,,,,,23.8096814,90.3697597,"https://www.google.com/maps?q=23.8096814,90.3697597",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Time,Restaurant,,Mohammadpur,,,,,,23.7585953,90.3625461,"https://www.google.com/maps?q=23.7585953,90.3625461",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Treat,Restaurant,pizza;burger;candy;cake,Postogola,"39,4, Old Sharafat Gonj Ln",01704-134426,,07:00-23:00,,23.7058391,90.4219264,"https://www.google.com/maps?q=23.7058391,90.4219264",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Treat,Fast Food,cake;donut;sweets;coffee;burger;snacks,Dhanmondi,,,,,,23.7472891,90.3803846,"https://www.google.com/maps?q=23.7472891,90.3803846",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Treat Banasree,Fast Food,,Bashabo,,,,,,23.7609026,90.4361909,"https://www.google.com/maps?q=23.7609026,90.4361909",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Treat Banasree A,Fast Food,,Rampura,,,,,,23.7647651,90.4247365,"https://www.google.com/maps?q=23.7647651,90.4247365",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Treat Cafe,Cafe,,Mirpur,,,,,,23.7994618,90.3716589,"https://www.google.com/maps?q=23.7994618,90.3716589",N/A,N/A,N/A,N/A,OpenStreetMap
Tasty Treat Uttara,Bakery / Pastry Shop,Western / Fast Food,Sector 6,13 Rajuk College Rd,+880 1704-134485,N/A,7:00 AM – 11:00 PM,N/A,23.869,90.401,N/A,3.9,505,৳৳ Mid-range,"Cakes, pastry, momo, sub sandwich, waffle, pizza",
Tayabat Hotel & Restaurant,Restaurant,,Old Dhaka,Alauddin Road,,,Mo-Su 09:00-02:00,,23.7211185,90.4059126,"https://www.google.com/maps?q=23.7211185,90.4059126",N/A,N/A,N/A,N/A,OpenStreetMap
Tea Party,Café / Coffee Shop,Café / Bakery / Dessert,Mirpur-6,"Mirpur-6, next to DESCO office",+880 1733-452526,N/A,11:00 AM – 11:00 PM,N/A,23.8101,90.3637,N/A,4.2,134,,"Wide tea variety, dragon fruit shake, cozy",
Tea Stall,Cafe,,Jatrabari,,,,,,23.710868,90.4237575,"https://www.google.com/maps?q=23.710868,90.4237575",N/A,N/A,N/A,N/A,OpenStreetMap
Tea Terminal,Cafe,,Mohammadpur,,,,,,23.7648503,90.3589788,"https://www.google.com/maps?q=23.7648503,90.3589788",N/A,N/A,N/A,N/A,OpenStreetMap
Tea Time,Fast Food,,Mirpur,,,,,,23.8082044,90.3724605,"https://www.google.com/maps?q=23.8082044,90.3724605",N/A,N/A,N/A,N/A,OpenStreetMap
Tea and me,Cafe,,Mirpur,,,,,,23.8084306,90.3723986,"https://www.google.com/maps?q=23.8084306,90.3723986",N/A,N/A,N/A,N/A,OpenStreetMap
Tea canvas,Cafe,,Mirpur,,,,,,23.8086194,90.37233,"https://www.google.com/maps?q=23.8086194,90.37233",N/A,N/A,N/A,N/A,OpenStreetMap
Tea stol,Cafe,,Unknown,Doyagonj Road,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Tea time,Cafe,,Mirpur,Line 19,,,,,23.8081621,90.3724624,"https://www.google.com/maps?q=23.8081621,90.3724624",N/A,N/A,N/A,N/A,OpenStreetMap
Teabox,Fast Food,,Mirpur,,,,,,23.8092193,90.364307,"https://www.google.com/maps?q=23.8092193,90.364307",N/A,N/A,N/A,N/A,OpenStreetMap
Tehari Ghar Sobhanbagh,Restaurant,,Mohammadpur,,,,,,23.7735963,90.3613747,"https://www.google.com/maps?q=23.7735963,90.3613747",N/A,N/A,N/A,N/A,OpenStreetMap
Tehari Ghor,Restaurant,,Dhanmondi,,,,08:00-20:00,,23.7537236,90.3764151,"https://www.google.com/maps?q=23.7537236,90.3764151",N/A,N/A,N/A,N/A,OpenStreetMap
Teppanyaki Dhaka,Japanese Restaurant,Japanese,Gulshan 2,"4th & 5th Floor, Sanmar Tower, 38/A, Road 35",+880 1321-125256,N/A,11:00 AM – 10:00 PM,N/A,,,N/A,4.4,35,,"Live teppanyaki grill, 40-piece sushi platter, theatrical cooking experience",
Teriyaki,Restaurant,asian,Other Dhaka,"42, Satmasjid Road",01869796925,,"Mo-Th,Sa-Su 12:00-22:30; Fr 14:00-22:30",,23.7387257,90.3755443,"https://www.google.com/maps?q=23.7387257,90.3755443",N/A,N/A,N/A,N/A,OpenStreetMap
Terra Bistro,Restaurant,asian,Uttara,,,,,,23.8679619,90.4049897,"https://www.google.com/maps?q=23.8679619,90.4049897",N/A,N/A,N/A,N/A,OpenStreetMap
Terracotta Tales,Restaurant,,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
Test purpose cafe,Cafe,,Kafrul,,,,,,23.8198598,90.3806667,"https://www.google.com/maps?q=23.8198598,90.3806667",N/A,N/A,N/A,N/A,OpenStreetMap
Testy Tiffin,Restaurant,,Mirpur,,,,,,23.8183405,90.3657782,"https://www.google.com/maps?q=23.8183405,90.3657782",N/A,N/A,N/A,N/A,OpenStreetMap
Testy Treat,Fast Food,,Mirpur,,,,,,23.8167195,90.3657435,"https://www.google.com/maps?q=23.8167195,90.3657435",N/A,N/A,N/A,N/A,OpenStreetMap
Texas Flame,Steakhouse / Grill,Western / Grill & Steak,Banani (Gulshan adj.),"House 25, 8th Floor (Lift 7), Road No. 11",+880 1722-233926,N/A,3:30 PM – 3:30 AM,N/A,,,N/A,4.9,3612,,"Best steakhouse in Dhaka, beef ribs, Texas BBQ style, cowboy vibe, smoking zone",
Thai Chi,Restaurant,,Dhanmondi,,,,,,23.7647789,90.3896986,"https://www.google.com/maps?q=23.7647789,90.3896986",N/A,N/A,N/A,N/A,OpenStreetMap
Thai Chinese Restaurant,Restaurant,,Kafrul,,,,,,23.7905154,90.3879461,"https://www.google.com/maps?q=23.7905154,90.3879461",N/A,N/A,N/A,N/A,OpenStreetMap
Thai Emerald Uttara,Thai Restaurant,Chinese / Thai / Asian Fusion,Sector 7,"House 22, Lake Drive Rd",+880 1776-234517,N/A,12:00 PM – 10:30 PM,N/A,23.869,90.393,N/A,4.3,1731,৳৳৳ Premium,"Authentic Thai, tom yum, fish cake, seafood salad, spacious",
Thai Garden,Restaurant,,Kafrul,,,,,,23.7910132,90.3878418,"https://www.google.com/maps?q=23.7910132,90.3878418",N/A,N/A,N/A,N/A,OpenStreetMap
Thanda Garam,Fast Food,juice,Other Dhaka,,,,,,23.7417518,90.4096376,"https://www.google.com/maps?q=23.7417518,90.4096376",N/A,N/A,N/A,N/A,OpenStreetMap
Thanda Gorom,Fast Food,juice,Malibagh,,,,,,23.7523283,90.4179609,"https://www.google.com/maps?q=23.7523283,90.4179609",N/A,N/A,N/A,N/A,OpenStreetMap
The Amber Room,Restaurant,steak_house,Shahbagh,,,,,,23.7411409,90.3969484,"https://www.google.com/maps?q=23.7411409,90.3969484",N/A,N/A,N/A,N/A,OpenStreetMap
The Artichoke Restaurant,Restaurant,,Rampura,,,,,,23.7729683,90.4254736,"https://www.google.com/maps?q=23.7729683,90.4254736",N/A,N/A,N/A,N/A,OpenStreetMap
The Backyard Chef,Restaurant,burger,Uttara,"13 Rabindra Sarani, Sector 3, Uttara Dhaka, Bangladesh",+8801841-111822,https://www.tbcfood.com/,12:00-23:00,,23.8674721,90.3983845,"https://www.google.com/maps?q=23.8674721,90.3983845",N/A,N/A,N/A,N/A,OpenStreetMap
The Big Q,Casual Dining,Western / Fast Food,Sector 4,57 Road-07,+880 1313-773377,N/A,10:00 AM – 3:00 AM,N/A,23.859,90.403,N/A,4.9,144,,"Burgers, late night delivery, truffle burger, quality patty",
The Big Q Gulshan,Fast Food,Western / Continental,Gulshan 1,Near Gulshan 1 Circle,+880 1313-773377,N/A,11:00 AM – 2:00 AM,N/A,,,N/A,5,4,,"Juicy quality burgers, late night, premium patty",
The Box of Comfort Food,Restaurant,,Motijheel,Outer Circular Road,,,Mo-Su 09:00-23:00,,23.7315443,90.420732,"https://www.google.com/maps?q=23.7315443,90.420732",N/A,N/A,N/A,N/A,OpenStreetMap
The Buffet Palace,Restaurant,,Kafrul,,,,,,23.7935166,90.3877994,"https://www.google.com/maps?q=23.7935166,90.3877994",N/A,N/A,N/A,N/A,OpenStreetMap
The Buffet Stories,Restaurant,,Mirpur,,,,,,23.8182006,90.3653145,"https://www.google.com/maps?q=23.8182006,90.3653145",N/A,N/A,N/A,N/A,OpenStreetMap
The Buffet Stories - Mirpur,Buffet Restaurant,Bengali / Mughlai,Mirpur-11,"House 16/17, RM Centre, 7th Floor",+880 1312-816637,N/A,"1:00 PM – 4:00 PM, 7:00 PM – 10:00 PM",N/A,23.8181,90.3637,N/A,3.7,2826,৳৳ Mid-range,"Buffet, kabab, crab fry, multi-cuisine",
The Cafe Rio,Restaurant,asian,Pallabi,বেগম রোকেয়া সরণী,,,Mo-Su 10:00-22:00,,23.8284408,90.363672,"https://www.google.com/maps?q=23.8284408,90.363672",N/A,N/A,N/A,N/A,OpenStreetMap
The Cafe Rio - Uttara (Jashimuddin),Buffet Restaurant,Bengali / Mughlai,Sector 4,"House #6, Road #2, 5th Floor, Jashimuddin Ave",+880 1993-700800,N/A,10:00 AM – 10:00 PM,N/A,23.859,90.403,N/A,3.9,4289,৳৳ Mid-range,"Buffet, multi-cuisine, biriyani, desserts",
The Cafe Rio - Uttara (Road-28),Buffet Restaurant,Café / Bakery / Dessert,Sector 7,89 Road-28,+880 1771-657558,N/A,10:00 AM – 10:00 PM,N/A,23.869,90.393,N/A,3.6,2337,৳৳ Mid-range,"Buffet, multi-cuisine, 70+ items",
The Cafe Rio Ltd.,Buffet Restaurant,Café / Bakery / Dessert,Mirpur-12,"Prince Bazar Building, 7th Floor, Mirpur 12",+880 1407-200300,N/A,10:00 AM – 10:00 PM,N/A,23.8272,90.3637,N/A,3.7,1964,৳৳ Mid-range,"Buffet, waterfall decor, multi-cuisine",
The Chap House,Restaurant,,Rampura,,,,,,23.7628336,90.42779,"https://www.google.com/maps?q=23.7628336,90.42779",N/A,N/A,N/A,N/A,OpenStreetMap
The Coffee Bean & Tea Leaf,Cafe,coffee_shop,Unknown,"House 11/A, Road 117",+8809638-995 995,http://coffeebean.com.bd,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
The Coffee Lounge,Casual Dining,Western / Grill & Steak,Gulshan 2,"House 175A, Rd 61",,N/A,8:00 AM – 1:00 AM,N/A,,,N/A,4.6,208,,"BBQ chicken, cashew nut salad, coffee, cozy, business meetings, late night",
The Cuisine Hub,Rooftop Restaurant,Multi-cuisine,Mirpur-12,"Top Floor, Ramjannessa Super Market, 142 Mirpur Senanibash Rd",+880 1711-385668,N/A,11:00 AM – 11:00 PM,N/A,23.8272,90.3637,N/A,4.3,270,,"Multi-cuisine, rooftop, events & hangout",
The Dark,Restaurant,,Mohammadpur,,,,,,23.7618849,90.3614035,"https://www.google.com/maps?q=23.7618849,90.3614035",N/A,N/A,N/A,N/A,OpenStreetMap
The Dhaka Kitchen,Casual Dining,Bengali / Mughlai,Sector 11,"House# 45, Road Gareeb-e-Newaz",+880 1732-854923,N/A,12:00 PM – 11:00 PM,N/A,23.855,90.404,N/A,4.7,29,,"Organic Bengali, ilish, mutton, roast, light khichuri, healthy",
The Dining Lounge Uttara,Casual Dining,Western / Fast Food,Sector 11,"Sonargaon Janapath Rd, Dhaka 1230",+880 1931-220350,N/A,12:00 PM – 11:30 PM,N/A,23.855,90.404,N/A,4.6,666,৳৳ Mid-range,"Pizza, milkshake, set menus, nice interior",
The Engineer's Cup,Restaurant,,Mohammadpur,,,,,,23.7625213,90.3614739,"https://www.google.com/maps?q=23.7625213,90.3614739",N/A,N/A,N/A,N/A,OpenStreetMap
The Etalia,Fast Food,Western / Fast Food,Mirpur-1,29 Zoo Road,+880 1758-993759,N/A,12:00 PM – 11:00 PM,N/A,23.8009,90.3637,N/A,4,1827,,"Pizza, pasta, burger, indoor & outdoor",
The Food Hall,Food Court,,Kalabagan,,,,,,23.7515015,90.390313,"https://www.google.com/maps?q=23.7515015,90.390313",N/A,N/A,N/A,N/A,OpenStreetMap
The Food Palace,Fast Food,,Bashundhara,,,,,,23.8138941,90.4246476,"https://www.google.com/maps?q=23.8138941,90.4246476",N/A,N/A,N/A,N/A,OpenStreetMap
The Foodies Terminal,Restaurant,,Mirpur,,,,,,23.8106713,90.3680465,"https://www.google.com/maps?q=23.8106713,90.3680465",N/A,N/A,N/A,N/A,OpenStreetMap
The Golden Park,Restaurant,,Mirpur,,,,,,23.8067143,90.3716338,"https://www.google.com/maps?q=23.8067143,90.3716338",N/A,N/A,N/A,N/A,OpenStreetMap
The Great Kabab Factory,Restaurant,,Gulshan,"5th Floor, Shamsudding Mansion, Road 46",,,,,23.7947492,90.4132604,"https://www.google.com/maps?q=23.7947492,90.4132604",N/A,N/A,N/A,N/A,OpenStreetMap
The Grove Bistro,Restaurant,,Gulshan,,,,,,23.7943864,90.4147498,"https://www.google.com/maps?q=23.7943864,90.4147498",N/A,N/A,N/A,N/A,OpenStreetMap
The Hangout Spot,Restaurant,Fast Food,Unknown,,,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
The Lamp Cafe,Restaurant,regional,Dhanmondi,,,,,,23.7459771,90.3710279,"https://www.google.com/maps?q=23.7459771,90.3710279",N/A,N/A,N/A,N/A,OpenStreetMap
The Local Coffee,Café / Coffee Shop,Café / Bakery / Dessert,Gulshan 1,58 Gulshan Ave,+880 1939-899573,N/A,11:00 AM – 3:00 AM,N/A,,,N/A,4.4,137,,"Specialty coffee, biscoff latte, La Marzocco machine, pot pie, late night",
The Look In Restaurant,Restaurant,,Rampura,,,,,,23.7730448,90.4258999,"https://www.google.com/maps?q=23.7730448,90.4258999",N/A,N/A,N/A,N/A,OpenStreetMap
The Mandarian,Restaurant,chinese,Unknown,"House #27/A, Road 35",,,,,,,,N/A,N/A,N/A,N/A,OpenStreetMap
The Manhattan FISH MARKET Bangladesh দা ম্যানহ্যাটন ফিস মার্কেট,Restaurant,,Gulshan,,,,,,23.793671,90.4051173,"https://www.google.com/maps?q=23.793671,90.4051173",N/A,N/A,N/A,N/A,OpenStreetMap
The Mirror - A Taste Of Fusion Cuisine,Restaurant,,Dhanmondi,Road 8,,,,,23.7455604,90.3795098,"https://www.google.com/maps?q=23.7455604,90.3795098",N/A,N/A,N/A,N/A,OpenStreetMap
The Mughal Empire,Restaurant,,Mohammadpur,,,,,,23.7630705,90.362058,"https://www.google.com/maps?q=23.7630705,90.362058",N/A,N/A,N/A,N/A,OpenStreetMap
The Mughal Umpire,Restaurant,,Rampura,,,,,,23.7646166,90.4288862,"https://www.google.com/maps?q=23.7646166,90.4288862",N/A,N/A,N/A,N/A,OpenStreetMap
The Munch Station,Restaurant,,Pallabi,,,,,,23.8245759,90.3640532,"https://www.google.com/maps?q=23.8245759,90.3640532",N/A,N/A,N/A,N/A,OpenStreetMap
The Munch Station,Fast Food,fast_food;noodle,Other Dhaka,"1, Siddeshwari Lane",+8801757-669069,https://www.facebook.com/TheMunchStation/,11-10,,23.7421201,90.4115727,"https://www.google.com/maps?q=23.7421201,90.4115727",N/A,N/A,N/A,N/A,OpenStreetMap
The New Gulshan Plaza Restaurant,Casual Dining,Bengali / Mughlai,Gulshan 2,33 Rd 45,+880 1850-509001,N/A,7:00 AM – 12:30 AM,N/A,,,N/A,4.2,4093,৳৳ Mid-range,"Bengali traditional, tehari, shawarma, naan, grill, office crowd favourite",
The Nordic Club Dhaka,Restaurant,international,Cantonment,"House 2, Road 80","+88 02 58810333,+88 02 9843021",http://www.nordicbd.org/index,07:00-22:00,,23.801546,90.4165341,"https://www.google.com/maps?q=23.801546,90.4165341",N/A,N/A,N/A,N/A,OpenStreetMap
The Pabulum,Restaurant,,Other Dhaka,,,,,,23.7427565,90.4126282,"https://www.google.com/maps?q=23.7427565,90.4126282",N/A,N/A,N/A,N/A,OpenStreetMap
The Pit Grill,Steakhouse / Grill,Western / Grill & Steak,Banani (Gulshan adj.),"House 30, 2nd Floor, Road 19A, Banani",+880 1974-847455,N/A,12:00 PM – 10:30 AM,N/A,,,N/A,4.2,1039,৳৳৳ Premium,"Dry-aged steak, stuffed French toast (must try!), candlelight, premium",
"The Pizza Factory, Keraniganj",Restaurant,,Other Dhaka,,,,,,23.6898552,90.3997245,"https://www.google.com/maps?q=23.6898552,90.3997245",N/A,N/A,N/A,N/A,OpenStreetMap
The Pizza Studio,Restaurant,,Other Dhaka,,,,,,23.8479,90.4813748,"https://www.google.com/maps?q=23.8479,90.4813748",N/A,N/A,N/A,N/A,OpenStreetMap
The Premium Lounge,Buffet Restaurant,Street Food / Snacks,Mirpur-12,"Dhaka Division, Dhaka 1216",+880 1733-744644,N/A,12:00 PM – 10:00 PM,N/A,23.8272,90.3637,N/A,3.7,2697,৳৳ Mid-range,"Buffet, multi-cuisine, kebab",
